MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
1654,Rather page,Comedy,1999,16-07-1999,India," $15,64,685.94 "," $24,96,207.61 "," $54,24,976.10 "," $4,27,961.80 "," $12,46,979.78 ",4.8,42,1074,825,Jonathan Evans,Jeffrey Sharp," $38,60,290.16 ",246.71%,Hit,Average
1655,Production exactly,Drama,1976,19-08-1976,USA," $26,12,300.57 "," $50,85,570.60 "," $1,10,86,237.02 "," $7,26,842.91 "," $24,38,789.34 ",4.7,54,722,1497,Jessica Singh,Meghan Mcintosh," $84,73,936.45 ",324.39%,Hit,Average
1656,Past think capital,Comedy,2023,28-12-2023,USA," $25,18,856.11 "," $64,25,918.53 "," $1,09,66,155.64 "," $9,03,358.97 "," $34,66,136.16 ",6.5,65,1613,210,Chad Peters MD,Sierra Brooks," $84,47,299.53 ",335.36%,Hit,Good Performance
1657,Sing research,Action,1964,02-02-1964,USA," $14,26,06,789.80 "," $26,90,76,052.90 "," $63,87,57,308.00 "," $4,21,58,410.99 "," $12,81,57,246.00 ",7.1,86,13586,50,Bryan Murray,David Castillo," $49,61,50,518.20 ",347.92%,Hit,Good Performance
1658,Whatever part fine,Romance,1981,06-07-1981,India," $71,80,788.60 "," $65,25,156.13 "," $1,47,42,207.98 "," $12,15,914.63 "," $30,99,997.75 ",6.7,52,984,2270,Jessica Rodriguez,Richard Miller," $75,61,419.38 ",105.30%,Hit,Good Performance
1659,Pretty floor great,Drama,1971,15-01-1971,USA," $15,43,869.87 "," $20,20,518.69 "," $40,02,233.02 "," $2,98,664.02 "," $10,28,608.91 ",7.8,76,6593,98,Philip Simmons,Christopher Green," $24,58,363.15 ",159.23%,Hit,Good Performance
1660,Security too hair,Comedy,1988,12-02-1988,USA," $8,38,008.05 "," $7,19,815.19 "," $16,90,066.46 "," $1,76,133.29 "," $3,73,080.09 ",7.5,68,3733,103,Chad Peters MD,Eric Perry," $8,52,058.41 ",101.68%,Hit,Good Performance
1661,Identify,Sci-Fi,1990,10-10-1990,France," $11,08,187.12 "," $30,00,384.40 "," $53,51,268.21 "," $7,26,932.38 "," $13,16,851.19 ",9.3,96,24722,50,Anthony Henry,Miss Jennifer Parsons," $42,43,081.09 ",382.88%,Hit,Excellent Performance
1662,Try hope gun,Thriller,2016,31-08-2016,USA," $17,34,677.99 "," $34,11,579.64 "," $84,70,177.58 "," $9,90,679.62 "," $14,53,706.50 ",8.3,73,12209,52,Darlene Murphy,Kathryn Stevenson," $67,35,499.59 ",388.29%,Hit,Excellent Performance
1663,Hold soldier,Comedy,2022,21-05-2022,Germany," $2,21,492.28 "," $1,44,755.80 "," $3,15,255.24 "," $29,976.81 "," $83,433.64 ",7.2,66,16074,1777,David Hall,Nicholas Richards," $93,762.96 ",42.33%,flop,Good Performance
1664,Could already,Action,2022,30-06-2022,USA," $12,38,661.19 "," $23,29,349.54 "," $34,01,374.31 "," $6,03,535.87 "," $13,85,316.11 ",7.8,67,9085,50,Sophia Gomez,Gina Fernandez," $21,62,713.12 ",174.60%,Hit,Good Performance
1665,Business man,Horror,1992,13-10-1992,USA," $29,45,964.10 "," $18,41,256.90 "," $29,45,964.10 "," $5,40,932.74 "," $8,38,895.32 ",6.9,66,1269,1765,Kristina Moore,Daniel Callahan, $-   ,0.00%,Break_even,Good Performance
1666,Can forget,Drama,1957,23-07-1957,USA," $3,09,25,060.14 "," $1,57,94,249.04 "," $3,09,25,060.14 "," $23,91,708.02 "," $90,86,067.97 ",4.4,56,369,50,Megan Sharp,David Hart, $-   ,0.00%,Break_even,Average
1667,Mouth,Comedy,2000,23-03-2000,USA," $14,01,824.69 "," $30,65,056.97 "," $65,88,157.43 "," $5,46,440.37 "," $15,38,101.23 ",6.2,71,3192,639,Kristina Moore,Benjamin Mitchell," $51,86,332.74 ",369.97%,Hit,Good Performance
1668,Cost citizen color,Comedy,2017,25-04-2017,USA," $29,27,443.36 "," $33,52,979.90 "," $79,15,420.28 "," $3,77,955.55 "," $18,30,693.89 ",6.3,67,1334,351,Brooke Morales,Brandi Moon," $49,87,976.92 ",170.39%,Hit,Good Performance
1669,True live,Action,1994,11-03-1994,USA," $7,81,318.64 "," $11,90,023.86 "," $17,93,255.97 "," $2,90,600.03 "," $6,10,932.30 ",6,70,1514,12190,Abigail Robles,Ashley Gilmore," $10,11,937.33 ",129.52%,Hit,Good Performance
1670,Example voice,Thriller,2023,20-07-2023,USA," $53,80,801.39 "," $1,07,41,721.61 "," $1,71,42,938.09 "," $16,35,916.19 "," $48,29,001.97 ",7.2,73,1532,206,Andrew Chambers,Seth Smith," $1,17,62,136.70 ",218.59%,Hit,Good Performance
1671,Letter laugh assume,Action,2021,26-01-2021,Canada," $4,87,147.44 "," $4,36,851.41 "," $8,04,942.86 "," $50,040.35 "," $2,47,508.17 ",9.7,100,6116,5359,Joshua Baker,Logan Martin," $3,17,795.42 ",65.24%,flop,Excellent Performance
1672,Develop teach,Romance,1991,15-09-1991,Australia," $2,79,306.27 "," $2,36,421.98 "," $4,68,226.28 "," $35,386.84 "," $1,26,394.17 ",6.7,69,2893,1117,Albert Phillips,Jennifer Hendricks," $1,88,920.01 ",67.64%,flop,Good Performance
1673,Friend game,Horror,1982,02-09-1982,USA," $1,13,38,089.49 "," $3,07,67,015.40 "," $5,46,49,845.85 "," $44,27,265.75 "," $1,63,05,918.06 ",3.9,36,3058,525,Troy Cochran,Laura Wilson," $4,33,11,756.36 ",382.00%,Hit,Average
1674,Exactly son discover,Drama,2011,21-12-2011,USA," $2,01,664.72 "," $3,58,012.42 "," $7,22,638.27 "," $43,220.93 "," $1,65,552.18 ",5.1,54,1145,4783,Benjamin Ray,Anthony Rhodes," $5,20,973.55 ",258.34%,Hit,Average
1675,Work a,Sci-Fi,2017,23-09-2017,USA," $4,14,730.54 "," $11,25,626.15 "," $18,51,532.04 "," $2,69,728.60 "," $6,48,701.66 ",7.1,78,824,2190,Seth Whitehead,Derek Jones," $14,36,801.50 ",346.44%,Hit,Good Performance
1676,Market,Drama,2024,18-02-2024,UK," $27,61,062.37 "," $52,44,092.74 "," $1,24,37,394.68 "," $10,54,443.14 "," $22,91,397.41 ",5.1,41,7307,857,Melissa Hernandez,Lisa Castro," $96,76,332.31 ",350.46%,Hit,Average
1677,Politics that guy,Comedy,2003,09-04-2003,USA," $21,56,083.05 "," $24,04,654.32 "," $41,19,624.89 "," $3,95,116.80 "," $12,41,273.35 ",3.9,41,443,127,Kevin Green,Timothy James," $19,63,541.84 ",91.07%,flop,Average
1678,Area start,Drama,1964,25-05-1964,USA," $15,40,294.99 "," $17,76,995.86 "," $41,68,807.92 "," $1,86,177.24 "," $7,98,341.02 ",8.8,69,1282,521,Lisa Atkins,Brandon Mcguire," $26,28,512.93 ",170.65%,Hit,Excellent Performance
1679,Why my language,Drama,1974,26-11-1974,India," $23,27,065.89 "," $36,91,015.28 "," $71,91,885.94 "," $6,08,670.78 "," $20,47,603.26 ",8.6,87,4613,785,Michael Chung,Anna Vasquez," $48,64,820.05 ",209.05%,Hit,Excellent Performance
1680,Window good season,Sci-Fi,2005,08-09-2005,USA," $9,21,860.07 "," $15,74,952.53 "," $36,60,863.61 "," $3,59,297.34 "," $7,51,201.47 ",6.2,78,603,379,Francisco Ford,Jeffrey Smith," $27,39,003.54 ",297.12%,Hit,Good Performance
1681,World all,Romance,2014,08-09-2014,Canada," $4,22,218.55 "," $7,23,164.60 "," $10,49,284.60 "," $1,58,236.61 "," $3,37,241.56 ",7.8,75,1485,180,Shannon Ross,Adam Bowman," $6,27,066.05 ",148.52%,Hit,Good Performance
1682,Outside follow,Comedy,2005,18-09-2005,USA," $24,90,173.39 "," $14,29,179.30 "," $24,90,173.39 "," $3,27,580.75 "," $7,07,670.64 ",4.6,45,5156,280,Rachel Hayes,Amanda Rivas, $-   ,0.00%,Break_even,Average
1683,Teacher care box poor,Drama,1969,24-04-1969,Australia," $68,23,527.19 "," $1,28,63,764.71 "," $2,29,35,989.25 "," $18,20,463.46 "," $67,52,042.89 ",4.8,55,2156,1325,Faith Franklin,Robert Garcia," $1,61,12,462.06 ",236.13%,Hit,Average
1684,Good of bring radio,Comedy,2021,21-12-2021,India," $36,81,707.65 "," $15,28,872.16 "," $36,92,740.36 "," $1,68,605.72 "," $8,85,181.37 ",5.3,42,759,92,Caitlin Brewer,Stephanie Ferrell," $11,032.71 ",0.30%,flop,Average
1685,Argue work,Sci-Fi,1987,20-05-1987,USA," $23,22,824.05 "," $9,87,727.03 "," $23,22,824.05 "," $2,14,339.24 "," $5,35,693.38 ",8.1,85,28600,50,Eric Ramirez,Laura Wilson, $-   ,0.00%,Break_even,Excellent Performance
1686,Painting party them,Sci-Fi,1967,13-06-1967,USA," $5,79,224.79 "," $6,28,517.29 "," $10,69,396.80 "," $93,214.16 "," $3,25,556.91 ",7.3,86,1857,461,Faith Franklin,Anthony Rhodes," $4,90,172.01 ",84.63%,flop,Good Performance
1687,Resource some job,Comedy,1987,11-08-1987,USA," $69,07,291.59 "," $1,12,65,928.38 "," $2,42,18,835.13 "," $24,83,160.39 "," $61,10,869.11 ",7.2,63,4357,482,Julie Maxwell,Ronald Herrera," $1,73,11,543.54 ",250.63%,Hit,Good Performance
1688,Play here western,Drama,1976,20-07-1976,USA," $3,34,667.14 "," $5,52,313.17 "," $9,05,891.96 "," $1,45,985.33 "," $2,95,712.72 ",5.8,56,3384,570,Paul Rogers,Meghan Johnson," $5,71,224.82 ",170.68%,Hit,Average
1689,Article box identify,Drama,1972,28-05-1972,USA," $4,85,74,424.03 "," $13,91,48,718.20 "," $21,37,59,161.40 "," $2,12,33,914.36 "," $5,69,38,543.72 ",5.7,51,795,1312,Kim Watkins,Brittany Kelly," $16,51,84,737.37 ",340.07%,Hit,Average
1690,Cup must husband,Drama,1956,11-08-1956,USA," $89,47,905.94 "," $1,81,20,201.73 "," $3,33,00,030.60 "," $49,30,108.14 "," $79,92,962.56 ",6.6,78,4649,2602,David Rosales,Seth Smith," $2,43,52,124.66 ",272.15%,Hit,Good Performance
1691,Your type,Action,1951,07-06-1951,USA," $33,14,435.12 "," $35,61,171.20 "," $52,66,490.91 "," $7,71,520.08 "," $20,81,575.22 ",6.4,73,32095,454,Darrell Carlson,Becky Dean," $19,52,055.79 ",58.90%,flop,Good Performance
1692,Total offer,Comedy,2022,15-12-2022,USA," $6,45,048.41 "," $19,06,935.31 "," $28,29,803.51 "," $3,91,229.95 "," $8,21,421.97 ",7.2,62,732,478,Brandon Fuller,Jennifer Leach," $21,84,755.10 ",338.70%,Hit,Good Performance
1693,And until something,Action,2018,05-07-2018,USA," $9,15,024.70 "," $17,29,660.08 "," $32,42,079.13 "," $1,81,126.40 "," $8,74,837.39 ",8.7,100,3989,6658,Caitlin Brewer,Jorge Thompson," $23,27,054.43 ",254.32%,Hit,Excellent Performance
1694,Draw with,Action,2009,29-10-2009,USA," $1,41,51,141.82 "," $2,81,18,014.12 "," $4,47,04,805.77 "," $30,47,617.03 "," $1,35,63,580.15 ",7,56,1226,553,Michael Ross,Sheila Dunn," $3,05,53,663.95 ",215.91%,Hit,Good Performance
1695,Better pay federal,Horror,2010,12-11-2010,USA," $2,00,85,941.11 "," $3,96,46,338.52 "," $6,63,79,288.71 "," $72,88,577.52 "," $2,33,69,787.64 ",7.4,81,5740,435,Anthony Rowland,Mark Morris," $4,62,93,347.60 ",230.48%,Hit,Good Performance
1696,Traditional bag,Romance,2011,22-01-2011,USA," $67,43,496.31 "," $93,01,670.91 "," $2,25,22,300.87 "," $17,32,991.10 "," $49,00,216.11 ",7.2,68,884,400,Kelsey Ellis,Joseph Gonzalez," $1,57,78,804.56 ",233.99%,Hit,Good Performance
1697,Of month,Action,1966,11-01-1966,USA," $10,19,085.39 "," $21,21,085.94 "," $42,72,935.20 "," $5,08,192.45 "," $9,41,921.08 ",6.9,55,25216,426,Suzanne Gonzalez,John Ross," $32,53,849.81 ",319.29%,Hit,Good Performance
1698,Themselves author agent,Horror,2020,18-12-2020,USA," $81,11,447.95 "," $54,06,315.67 "," $1,34,64,906.42 "," $10,09,525.99 "," $22,09,064.85 ",5,56,645,50,Jerry Owens,Patrick Barnett," $53,53,458.47 ",66.00%,flop,Average
1699,Eight difference surface,Drama,2015,16-07-2015,USA," $24,56,790.52 "," $52,38,451.68 "," $1,02,87,980.02 "," $11,70,937.19 "," $29,84,786.35 ",4.8,54,736,2491,Sharon Wilson,Melissa Melendez," $78,31,189.50 ",318.76%,Hit,Average
1700,Money maybe style,Thriller,1993,01-05-1993,France," $87,28,109.21 "," $79,89,200.28 "," $1,55,83,381.68 "," $17,63,872.35 "," $43,25,560.11 ",4.8,49,982,126,Brian Robinson,Mark Smith," $68,55,272.47 ",78.54%,flop,Average
1701,Reach,Action,2002,26-04-2002,USA," $14,43,233.90 "," $28,06,849.71 "," $65,03,403.70 "," $5,07,574.28 "," $13,97,418.60 ",5.2,61,1285,4134,David Rosales,Ariel Mills," $50,60,169.80 ",350.61%,Hit,Average
1702,Set probably affect,Comedy,1997,09-03-1997,USA," $10,65,624.04 "," $27,34,224.44 "," $42,44,005.14 "," $5,08,628.26 "," $11,73,858.80 ",4.3,43,13352,459,Anthony Henry,David Clark," $31,78,381.10 ",298.26%,Hit,Average
1703,Heart choose strong,Action,2020,18-02-2020,Germany," $51,67,484.82 "," $93,54,477.34 "," $2,12,92,698.97 "," $13,62,821.55 "," $38,82,346.87 ",5.1,48,445,82,Nathan Bolton,Becky Dean," $1,61,25,214.15 ",312.05%,Hit,Average
1704,Threat cell,Thriller,2016,06-07-2016,USA," $55,08,849.32 "," $86,25,239.29 "," $1,40,89,469.47 "," $13,76,422.18 "," $48,87,987.51 ",5.8,60,959,204,Philip Simmons,Noah Harrison," $85,80,620.15 ",155.76%,Hit,Average
1705,Letter interesting,Romance,1992,07-09-1992,USA," $79,99,240.68 "," $2,00,89,362.78 "," $3,34,90,608.82 "," $56,40,779.53 "," $99,09,582.44 ",8.4,89,100,237,Sara Higgins,Meredith Williams," $2,54,91,368.14 ",318.67%,Hit,Excellent Performance
1706,National seat,Drama,2005,02-03-2005,Germany," $27,09,073.36 "," $22,71,256.07 "," $38,00,553.90 "," $3,42,330.43 "," $11,02,551.27 ",7.1,71,3974,1642,Christian Hernandez,Lynn Pierce," $10,91,480.54 ",40.29%,flop,Good Performance
1707,Everyone process boy listen,Sci-Fi,2005,20-12-2005,USA," $5,17,559.50 "," $6,35,102.18 "," $14,20,869.72 "," $1,77,505.85 "," $2,72,144.28 ",6.2,67,136,50,Brandon Fuller,Christopher Benson," $9,03,310.22 ",174.53%,Hit,Good Performance
1708,Guy manage,Romance,1994,08-06-1994,USA," $56,82,460.32 "," $32,78,827.75 "," $56,82,460.32 "," $5,24,372.58 "," $14,39,431.78 ",7.5,87,38134,3315,Diana Davis,Kimberly Johnson, $-   ,0.00%,Break_even,Good Performance
1709,First way affect,Sci-Fi,1977,27-07-1977,Canada," $1,88,435.79 "," $1,03,167.23 "," $2,22,189.10 "," $18,495.95 "," $47,807.17 ",7,79,11275,213,James Cross,Daniel Callahan," $33,753.31 ",17.91%,flop,Good Performance
1710,Across build,Drama,2004,09-03-2004,India," $37,44,436.45 "," $87,52,760.94 "," $1,71,45,896.65 "," $17,57,166.27 "," $48,33,899.63 ",6.3,58,14034,66,Brandon Fuller,Christina Jones," $1,34,01,460.20 ",357.90%,Hit,Good Performance
1711,Force budget expert,Thriller,2001,12-02-2001,South Korea," $1,00,000.00 "," $1,96,922.58 "," $4,63,185.45 "," $38,412.38 "," $84,491.82 ",7.8,94,2644,207,Jennifer Atkinson,Kathryn Stevenson," $3,63,185.45 ",363.19%,Hit,Good Performance
1712,Ten,Action,2014,10-11-2014,USA," $12,21,455.43 "," $40,53,855.82 "," $59,41,504.75 "," $7,77,665.82 "," $16,89,333.24 ",4.6,38,287,201,Heidi Cisneros,Jessica Scott," $47,20,049.32 ",386.43%,Hit,Average
1713,Into,Action,1958,06-07-1958,USA," $2,91,793.08 "," $1,91,561.13 "," $3,46,112.39 "," $55,865.10 "," $1,03,705.16 ",5.9,41,2932,540,Alyssa Adams,Samuel Wyatt," $54,319.31 ",18.62%,flop,Average
1714,Sport just score,Comedy,1998,09-09-1998,China," $19,04,364.21 "," $11,47,695.93 "," $19,04,364.21 "," $2,01,103.83 "," $6,40,106.08 ",9.3,94,5204,231,Jeffrey Neal,Catherine Willis, $-   ,0.00%,Break_even,Excellent Performance
1715,Rock professional,Comedy,1999,28-06-1999,China," $18,40,916.67 "," $22,07,106.60 "," $45,02,714.28 "," $6,20,449.79 "," $9,55,423.63 ",6.1,52,12607,683,Jeffrey Neal,Christopher Tucker," $26,61,797.61 ",144.59%,Hit,Good Performance
1716,Professional job security,Drama,2008,08-12-2008,USA," $4,02,976.44 "," $7,20,735.08 "," $15,53,676.59 "," $1,21,806.95 "," $3,76,553.49 ",5.5,62,539,1034,William Banks,Monique Harris," $11,50,700.15 ",285.55%,Hit,Average
1717,Him knowledge quality,Action,1966,06-04-1966,Canada," $2,24,179.35 "," $6,01,559.02 "," $9,82,792.88 "," $1,48,171.38 "," $2,68,068.90 ",7.2,67,2586,97,Claudia Smith,Morgan King," $7,58,613.53 ",338.40%,Hit,Good Performance
1718,Still three affect,Thriller,2014,06-11-2014,USA," $5,93,680.87 "," $10,43,104.38 "," $20,79,771.54 "," $1,77,161.67 "," $5,24,087.68 ",8.5,61,2530,108,Nathan Bolton,Joy Huber," $14,86,090.67 ",250.32%,Hit,Excellent Performance
1719,Country bit,Documentary,2013,30-03-2013,India," $13,32,198.43 "," $27,96,079.72 "," $61,70,308.33 "," $3,60,755.88 "," $16,02,012.79 ",6.7,73,1184,50,Renee Campbell,Eric Nelson," $48,38,109.90 ",363.17%,Hit,Good Performance
1720,Her discuss name,Comedy,1982,30-10-1982,France," $59,12,181.30 "," $29,18,752.10 "," $59,12,181.30 "," $6,84,392.66 "," $17,11,023.71 ",7.7,77,1788,278,David Charles,Samantha Sanders, $-   ,0.00%,Break_even,Good Performance
1721,Significant recently,Comedy,1969,10-04-1969,USA," $18,45,050.06 "," $11,69,739.91 "," $23,67,674.47 "," $1,35,750.78 "," $6,43,065.73 ",8.8,84,48586,1982,Amber Anderson,Lauren Richards," $5,22,624.41 ",28.33%,flop,Excellent Performance
1722,Enter pick its,Romance,1992,04-03-1992,USA," $60,91,700.62 "," $1,51,94,963.76 "," $2,62,59,442.85 "," $44,23,693.35 "," $88,10,144.76 ",5.6,62,3443,544,Julie Maxwell,Brenda Guerrero," $2,01,67,742.23 ",331.07%,Hit,Average
1723,Dark want,Comedy,1977,23-06-1977,USA," $7,45,985.55 "," $13,68,847.03 "," $30,46,260.43 "," $4,10,624.27 "," $7,67,805.55 ",4.5,30,3490,225,Elizabeth Lane,John Sullivan," $23,00,274.88 ",308.35%,Hit,Average
1724,Box away discover,Drama,2002,16-06-2002,India," $7,28,083.87 "," $6,34,283.15 "," $11,74,404.37 "," $98,046.44 "," $2,82,039.84 ",5,43,5476,478,Samantha Campbell,Lauren Richards," $4,46,320.50 ",61.30%,flop,Average
1725,Father area,Horror,1995,01-01-1995,USA," $5,40,801.66 "," $10,32,405.04 "," $21,76,779.70 "," $2,10,550.25 "," $4,26,421.46 ",7.4,78,1242,1585,David Charles,Anthony Rhodes," $16,35,978.04 ",302.51%,Hit,Good Performance
1726,Enough cold pretty,Thriller,1973,11-03-1973,USA," $20,34,614.93 "," $50,54,033.27 "," $93,31,174.26 "," $10,28,500.23 "," $24,46,410.40 ",5,41,2829,150,Jeremy Ray,Terry Martinez," $72,96,559.33 ",358.62%,Hit,Average
1727,Resource laugh,Thriller,2020,04-07-2020,USA," $13,48,974.75 "," $14,99,432.88 "," $29,90,307.97 "," $1,96,230.99 "," $6,56,396.78 ",5.6,56,9980,122,David Charles,Lorraine White DDS," $16,41,333.22 ",121.67%,Hit,Average
1728,Amount head,Thriller,2016,23-07-2016,USA," $80,92,381.32 "," $1,20,33,568.19 "," $2,11,91,758.91 "," $31,31,984.95 "," $60,55,516.47 ",4.8,55,20176,55664,Brandon Fuller,Noah Harrison," $1,30,99,377.59 ",161.87%,Hit,Average
1729,Bit popular yet,Drama,1991,01-02-1991,USA," $32,03,842.55 "," $61,80,692.13 "," $1,21,09,939.03 "," $16,49,654.68 "," $29,00,720.89 ",8.5,93,16104,50,John Jones,Douglas Bullock," $89,06,096.48 ",277.98%,Hit,Excellent Performance
1730,Discuss prove weight,Action,1998,25-08-1998,USA," $28,26,976.20 "," $69,85,665.98 "," $1,27,59,437.83 "," $17,67,627.56 "," $29,95,392.92 ",7.2,66,21149,50,Brooke Morales,William Ramirez," $99,32,461.63 ",351.35%,Hit,Good Performance
1731,Assume single,Documentary,2025,04-10-2025,USA," $57,66,185.22 "," $1,13,24,080.34 "," $1,87,55,303.86 "," $26,89,961.92 "," $63,40,209.76 ",6.8,76,373,1028,Jeremy Ray,Mark Crosby," $1,29,89,118.64 ",225.26%,Hit,Good Performance
1732,Pretty exist design,Documentary,1994,06-01-1994,Germany," $51,47,882.79 "," $81,27,983.60 "," $1,22,13,636.06 "," $23,62,660.23 "," $41,13,161.56 ",5.1,58,6202,50,Amanda Montgomery,Amy Gomez," $70,65,753.27 ",137.26%,Hit,Average
1733,Base always,Drama,2011,06-03-2011,UK," $50,85,657.01 "," $1,34,81,813.61 "," $2,03,37,041.45 "," $29,81,191.29 "," $70,87,889.81 ",7,60,244,109,Barbara Torres,Tami Miranda," $1,52,51,384.44 ",299.89%,Hit,Good Performance
1734,Remain under experience,Documentary,1965,19-01-1965,USA," $1,17,83,398.09 "," $96,15,371.27 "," $1,37,63,721.64 "," $24,43,428.06 "," $43,46,755.36 ",6.8,62,5224,2497,Mr. Jorge Anderson,Melissa Cunningham," $19,80,323.55 ",16.81%,flop,Good Performance
1735,Trial civil agency,Comedy,2014,29-06-2014,Germany," $37,47,989.16 "," $78,04,143.12 "," $1,30,71,333.38 "," $14,64,510.34 "," $39,82,870.56 ",2.7,17,8996,6010,Amanda Montgomery,Alexander Haley," $93,23,344.22 ",248.76%,Hit,Average
1736,Clearly father,Thriller,1980,04-04-1980,USA," $2,51,013.54 "," $4,44,609.52 "," $10,08,709.63 "," $68,204.41 "," $2,32,738.35 ",5.9,57,77190,330,Bethany Rodriguez,Nathan Nelson," $7,57,696.09 ",301.85%,Hit,Average
1737,Model station,Romance,1990,31-05-1990,USA," $2,11,73,979.74 "," $2,44,58,868.46 "," $4,88,55,886.31 "," $41,55,121.90 "," $1,34,55,681.70 ",8.4,89,618,887,Kimberly Barker,Sheila Dunn," $2,76,81,906.57 ",130.74%,Hit,Excellent Performance
1738,How minute forget not,Romance,2011,29-06-2011,USA," $57,26,703.59 "," $47,54,898.58 "," $1,12,89,135.21 "," $9,44,928.42 "," $21,96,250.68 ",9,78,58986,201,Nicholas Murphy,Jacqueline Cooper," $55,62,431.62 ",97.13%,flop,Excellent Performance
1739,Painting Congress,Drama,2023,06-02-2023,USA," $21,17,696.91 "," $13,06,305.04 "," $26,48,562.58 "," $3,84,378.06 "," $7,67,445.02 ",7.9,79,1797,50,Ashley Medina,Sandra Spears," $5,30,865.67 ",25.07%,flop,Good Performance
1740,Attorney third debate,Thriller,2017,22-04-2017,USA," $10,27,585.86 "," $10,57,953.80 "," $19,41,768.69 "," $2,20,488.17 "," $5,79,006.27 ",4.5,48,2469,88,Charles Lopez,Olivia Allen," $9,14,182.83 ",88.96%,flop,Average
1741,Pull writer recognize new,Comedy,2015,21-05-2015,USA," $4,15,178.16 "," $4,22,063.43 "," $10,28,261.21 "," $52,544.59 "," $2,48,082.77 ",5.5,54,320,71,Bryan Murray,Leonard Contreras," $6,13,083.05 ",147.67%,Hit,Average
1742,Weight discuss race,Comedy,2023,10-04-2023,UK," $18,17,52,931.50 "," $31,82,80,544.10 "," $67,89,50,744.70 "," $3,20,48,576.61 "," $16,78,26,687.60 ",6.3,66,10476,2194,Bryan Murray,Jennifer Leach," $49,71,97,813.20 ",273.56%,Hit,Good Performance
1743,Way happy,Comedy,1978,22-07-1978,France," $2,49,62,628.41 "," $6,95,42,987.49 "," $11,82,51,785.10 "," $1,86,58,984.56 "," $4,04,26,695.27 ",5.8,47,53612,177,Michael Richards,Gabriel Mathis," $9,32,89,156.69 ",373.72%,Hit,Average
1744,Risk according kitchen,Horror,2002,15-08-2002,USA," $32,05,614.87 "," $24,46,409.12 "," $41,65,974.87 "," $5,34,635.65 "," $13,16,754.07 ",9,88,360676,193,Shannon Ross,Rachel Howard," $9,60,360.00 ",29.96%,flop,Excellent Performance
1745,Car receive,Horror,2025,26-10-2025,USA," $24,51,751.69 "," $38,42,774.57 "," $60,57,956.43 "," $9,58,691.07 "," $16,44,701.38 ",7.2,69,1498,477,Thomas Peterson,Darren Jones," $36,06,204.74 ",147.09%,Hit,Good Performance
1746,Second art,Drama,2006,15-12-2006,USA," $57,74,778.87 "," $1,23,90,702.70 "," $2,35,06,379.20 "," $18,52,664.44 "," $65,84,446.94 ",7.3,63,3074,4183,Jessica Rodriguez,Brandon Davidson," $1,77,31,600.33 ",307.05%,Hit,Good Performance
1747,East cold save,Action,1985,16-05-1985,USA," $45,87,145.93 "," $69,85,558.87 "," $1,50,76,874.84 "," $7,96,093.57 "," $38,87,595.86 ",8.5,76,382,50,Michael Chung,Dawn Blake," $1,04,89,728.91 ",228.68%,Hit,Excellent Performance
1748,True live,Comedy,1995,07-11-1995,USA," $19,75,852.14 "," $19,38,994.95 "," $44,08,742.70 "," $2,80,369.69 "," $9,64,604.84 ",3.1,37,2443,116,Susan Farley,Michael Ramirez," $24,32,890.56 ",123.13%,Hit,Average
1749,Operation particularly,Action,1991,29-12-1991,Germany," $30,48,543.49 "," $46,91,887.27 "," $1,15,93,518.30 "," $5,40,351.40 "," $22,36,861.11 ",5.4,60,7706,371,Jeffrey Myers MD,Joel Hunt," $85,44,974.81 ",280.30%,Hit,Average
1750,Tell make despite,Action,2020,01-02-2020,USA," $88,32,466.45 "," $1,29,73,488.74 "," $2,03,76,980.43 "," $36,94,530.63 "," $64,13,845.67 ",7.9,90,3367,116,David Perez,Sarah Nelson," $1,15,44,513.98 ",130.71%,Hit,Good Performance
1751,Break nice beat relate,Action,1990,01-09-1990,USA," $53,01,764.60 "," $94,88,067.21 "," $1,62,21,255.74 "," $15,62,960.91 "," $54,90,287.69 ",6.7,49,3644,134,Bryan Murray,Mary Wolfe," $1,09,19,491.14 ",205.96%,Hit,Good Performance
1752,Lead admit later,Horror,2008,29-01-2008,USA," $31,78,562.07 "," $22,33,996.93 "," $45,10,216.25 "," $3,23,140.12 "," $10,34,214.26 ",8.1,81,687,530,Charlotte Williams,Miranda Armstrong," $13,31,654.18 ",41.89%,flop,Excellent Performance
1753,Throughout executive state,Romance,1989,07-10-1989,USA," $6,64,278.10 "," $4,13,699.93 "," $10,15,282.63 "," $73,097.00 "," $1,88,337.44 ",4.3,37,5873,52,Thomas Peterson,Ashley Gilmore," $3,51,004.53 ",52.84%,flop,Average
1754,Scientist writer,Drama,1993,01-01-1993,Australia," $5,15,208.54 "," $8,31,288.92 "," $19,99,174.64 "," $1,75,117.46 "," $4,79,697.56 ",9.2,100,831,763,Julie Maxwell,Stephanie Ferrell," $14,83,966.10 ",288.03%,Hit,Excellent Performance
